"uuid","jobid","job","pid","siteid","moment","rootid","filename","parentfilename","row","message","context"
"2462f0e8-b13d-4bec-876e-a21f180a87c4","VISION_ed593ff2-d835-4055-a9ee-6bd481462d78","VisionCovidETLVaccination","6k1MLJ","KPNW","2020-08-18 05:28:13.121","EAWTJ7","VISION_KPNW_20152016_20200814_134516/VISION_KPNW_20152016_Vaccination_20200814_134516.csv","VISION_KPNW_20152016_20200814_134516.zip","","7.0","ETL"
"7f3820f7-202a-457c-bdec-30bea86b1e08","VISION_ed593ff2-d835-4055-a9ee-6bd481462d78","VisionCovidETL","EAWTJ7","KPNW","2020-08-18 05:28:13.013","EAWTJ7","VISION_KPNW_20152016_20200814_134516.zip","VISION_KPNW_20152016_20200814_134516.zip","","6","ETL-STEP"
"8d00905b-0025-41d3-9258-62a07f41269b","VISION_ed593ff2-d835-4055-a9ee-6bd481462d78","VisionCovidETL","EAWTJ7","KPNW","2020-08-18 05:28:13.01","EAWTJ7","VISION_KPNW_20152016_20200814_134516.zip","VISION_KPNW_20152016_20200814_134516.zip","","5","ETL-STEP"
"aee99bc5-2b36-44c0-b4a7-ee6ed1e46e27","VISION_ed593ff2-d835-4055-a9ee-6bd481462d78","VisionCovidETL","EAWTJ7","KPNW","2020-08-18 05:28:13.008","EAWTJ7","VISION_KPNW_20152016_20200814_134516.zip","VISION_KPNW_20152016_20200814_134516.zip","","4","ETL-STEP"
"97071ca1-5a50-4e5f-94f9-71dbc6e6d94a","VISION_ed593ff2-d835-4055-a9ee-6bd481462d78","VisionCovidETL","EAWTJ7","KPNW","2020-08-18 05:28:13.006","EAWTJ7","VISION_KPNW_20152016_20200814_134516.zip","VISION_KPNW_20152016_20200814_134516.zip","","3","ETL-STEP"
"5ae06ac9-25f4-4ad2-8849-fee990e39527","VISION_ed593ff2-d835-4055-a9ee-6bd481462d78","VisionCovidETL","EAWTJ7","KPNW","2020-08-18 05:28:13.003","EAWTJ7","VISION_KPNW_20152016_20200814_134516.zip","VISION_KPNW_20152016_20200814_134516.zip","","2","ETL-STEP"
"24f4afdc-7c02-494f-bb0e-62f721ab6705","VISION_ed593ff2-d835-4055-a9ee-6bd481462d78","VisionCovidETL","EAWTJ7","KPNW","2020-08-18 05:28:12.993","EAWTJ7","VISION_KPNW_20152016_20200814_134516.zip","VISION_KPNW_20152016_20200814_134516.zip","","1","ETL-STEP"
"71f98b81-0ab1-4c50-85ce-63468c8a0390","VISION_ed593ff2-d835-4055-a9ee-6bd481462d78","VisionCovidETL","EAWTJ7","KPNW","2020-08-18 05:28:12.98","EAWTJ7","VISION_KPNW_20152016_20200814_134516.zip","VISION_KPNW_20152016_20200814_134516.zip","","Resuming ETL Job for VISION_37880703-50cc-49cc-87df-4814341d7277","ETL-RESTART"
"95005115-e71a-4842-a738-df8bf2b2d890","VISION_37880703-50cc-49cc-87df-4814341d7277","VisionCovidETL","EAWTJ7","KPNW","2020-08-18 05:28:12.978","EAWTJ7","VISION_KPNW_20152016_20200814_134516.zip","VISION_KPNW_20152016_20200814_134516.zip","","COMPLETE","ETL-STEP"
"82c4483f-4191-4d9b-9d42-9b6cdd6f25bf","VISION_ed593ff2-d835-4055-a9ee-6bd481462d78","VisionETLUnzipS3File","DDrGuf","","2020-08-18 05:28:12.962","EAWTJ7","VISION_KPNW_20152016_20200814_134516.zip","VISION_KPNW_20152016_20200814_134516.zip","","Unzipping file - END","ETL"
"4cc7fa38-3c75-488f-9b10-ad236db1ab8d","VISION_ed593ff2-d835-4055-a9ee-6bd481462d78","VisionETLUnzipS3File","DDrGuf","","2020-08-18 05:28:06.332","EAWTJ7","VISION_KPNW_20152016_20200814_134516.zip","VISION_KPNW_20152016_20200814_134516.zip","","Unzipping file - START","ETL"
"f551027f-3d39-4dc2-baaf-df8ac45d45a9","VISION_ed593ff2-d835-4055-a9ee-6bd481462d78","VisionCovidETL","EAWTJ7","KPNW","2020-08-18 05:28:06.241","EAWTJ7","VISION_KPNW_20152016_20200814_134516.zip","VISION_KPNW_20152016_20200814_134516.zip","","0","ETL-STEP"
"386b7dfb-712d-4df5-9548-1ca2f5e55c9d","VISION_37880703-50cc-49cc-87df-4814341d7277","VisionCovidETLVaccination","KPJgSG","KPNW","2020-08-18 05:23:49.449","D5xyUu","VISION_KPNW_20152016_20200814_134516/VISION_KPNW_20152016_Vaccination_20200814_134516.csv","VISION_KPNW_20152016_20200814_134516.zip","","7.1","ETL"
"c733d364-1baa-417b-81f6-899e407ae3d4","VISION_37880703-50cc-49cc-87df-4814341d7277","VisionCovidETLVaccination","KPJgSG","KPNW","2020-08-18 05:23:44.043","D5xyUu","VISION_KPNW_20152016_20200814_134516/VISION_KPNW_20152016_Vaccination_20200814_134516.csv","VISION_KPNW_20152016_20200814_134516.zip","","7.0","ETL"
"e69c3e9d-057f-4945-8d11-cca9079287a1","VISION_37880703-50cc-49cc-87df-4814341d7277","VisionCovidETL","D5xyUu","KPNW","2020-08-18 05:23:43.996","D5xyUu","VISION_KPNW_20152016_20200814_134516.zip","VISION_KPNW_20152016_20200814_134516.zip","","6","ETL-STEP"
"01f90ddf-3d80-4d6a-8cb1-ab96f067dcfc","VISION_ed593ff2-d835-4055-a9ee-6bd481462d78","VisionCovidETLRespVirusTesting","DnUhRG","","2020-08-18 05:23:43.991","D5xyUu","VISION_KPNW_20152016_20200814_134516/VISION_KPNW_20152016_Respvirustesting_20200814_134516.csv","VISION_KPNW_20152016_20200814_134516.zip","","5741","RECORDCOUNT"
"93ebdc95-514b-4cee-8ecc-dd79afce5d5c","VISION_37880703-50cc-49cc-87df-4814341d7277","VisionCovidETLRespVirusTesting","DnUhRG","KPNW","2020-08-18 05:23:43.981","D5xyUu","VISION_KPNW_20152016_20200814_134516/VISION_KPNW_20152016_Respvirustesting_20200814_134516.csv","VISION_KPNW_20152016_20200814_134516.zip","","6.4","ETL"
"8c0c8cf9-ee9f-4f95-84f5-851e135631de","VISION_37880703-50cc-49cc-87df-4814341d7277","VisionCovidETLRespVirusTesting","DnUhRG","KPNW","2020-08-18 05:23:43.949","D5xyUu","VISION_KPNW_20152016_20200814_134516/VISION_KPNW_20152016_Respvirustesting_20200814_134516.csv","VISION_KPNW_20152016_20200814_134516.zip","","Copying data from vision_flu_resp_virus_testing_temp to vision_flu_resp_virus_testing","ETL"
"73455d54-6a6c-4460-afd8-a3f0478852d3","VISION_37880703-50cc-49cc-87df-4814341d7277","VisionCovidETLRespVirusTesting","DnUhRG","KPNW","2020-08-18 05:23:43.716","D5xyUu","VISION_KPNW_20152016_20200814_134516/VISION_KPNW_20152016_Respvirustesting_20200814_134516.csv","VISION_KPNW_20152016_20200814_134516.zip","","6.3","ETL"
"9cbe423b-9866-4cd9-9ebb-f696bdeda0c9","VISION_37880703-50cc-49cc-87df-4814341d7277","VisionCovidETLRespVirusTesting","DnUhRG","KPNW","2020-08-18 05:23:42.362","D5xyUu","VISION_KPNW_20152016_20200814_134516/VISION_KPNW_20152016_Respvirustesting_20200814_134516.csv","VISION_KPNW_20152016_20200814_134516.zip","","6.2","ETL"
"fce9ca37-874e-4ac4-915a-1989e6963a20","VISION_37880703-50cc-49cc-87df-4814341d7277","VisionCovidETLRespVirusTesting","DnUhRG","KPNW","2020-08-18 05:23:39.881","D5xyUu","VISION_KPNW_20152016_20200814_134516/VISION_KPNW_20152016_Respvirustesting_20200814_134516.csv","VISION_KPNW_20152016_20200814_134516.zip","","6.1","ETL"
"91af956e-ae97-4a20-940b-d78f6e3bd65a","VISION_37880703-50cc-49cc-87df-4814341d7277","VisionCovidETLRespVirusTesting","DnUhRG","KPNW","2020-08-18 05:23:38.466","D5xyUu","VISION_KPNW_20152016_20200814_134516/VISION_KPNW_20152016_Respvirustesting_20200814_134516.csv","VISION_KPNW_20152016_20200814_134516.zip","","6.0","ETL"
"0a24d679-71be-49a8-92e2-425ce1ad3637","VISION_37880703-50cc-49cc-87df-4814341d7277","VisionCovidETL","D5xyUu","KPNW","2020-08-18 05:23:38.421","D5xyUu","VISION_KPNW_20152016_20200814_134516.zip","VISION_KPNW_20152016_20200814_134516.zip","","5","ETL-STEP"
"460ca726-fff1-4c73-828f-eddc67f09cba","VISION_ed593ff2-d835-4055-a9ee-6bd481462d78","VisionCovidETLHospOutcomes","0hyCeA","","2020-08-18 05:23:38.416","D5xyUu","VISION_KPNW_20152016_20200814_134516/VISION_KPNW_20152016_Hospoutcomes_20200814_134516.csv","VISION_KPNW_20152016_20200814_134516.zip","","8310","RECORDCOUNT"
"a5ab5c5b-9a72-4d2a-999c-369c750458ba","VISION_37880703-50cc-49cc-87df-4814341d7277","VisionCovidETLHospOutcomes","0hyCeA","KPNW","2020-08-18 05:23:08.238","D5xyUu","VISION_KPNW_20152016_20200814_134516/VISION_KPNW_20152016_Hospoutcomes_20200814_134516.csv","VISION_KPNW_20152016_20200814_134516.zip","","5.1","ETL"
"abd378a1-4399-480d-8d5b-802085096d61","VISION_37880703-50cc-49cc-87df-4814341d7277","VisionCovidETLHospOutcomes","0hyCeA","KPNW","2020-08-18 05:23:06.595","D5xyUu","VISION_KPNW_20152016_20200814_134516/VISION_KPNW_20152016_Hospoutcomes_20200814_134516.csv","VISION_KPNW_20152016_20200814_134516.zip","","5.0","ETL"
"3cd0aa36-10ac-4539-823a-12c1960ec43e","VISION_37880703-50cc-49cc-87df-4814341d7277","VisionCovidETL","D5xyUu","KPNW","2020-08-18 05:23:06.449","D5xyUu","VISION_KPNW_20152016_20200814_134516.zip","VISION_KPNW_20152016_20200814_134516.zip","","4","ETL-STEP"
"49045a5e-c3d0-4d28-871a-6a909a4e13e3","VISION_ed593ff2-d835-4055-a9ee-6bd481462d78","VisionCovidETLDiagnoses","lPqKtx","","2020-08-18 05:23:06.439","D5xyUu","VISION_KPNW_20152016_20200814_134516/VISION_KPNW_20152016_Diagnoses_20200814_134516.csv","VISION_KPNW_20152016_20200814_134516.zip","","205394","RECORDCOUNT"
"5d48b906-b134-48ab-8211-5d2c946bc343","VISION_37880703-50cc-49cc-87df-4814341d7277","VisionCovidETLDiagnoses","lPqKtx","KPNW","2020-08-18 05:23:06.423","D5xyUu","VISION_KPNW_20152016_20200814_134516/VISION_KPNW_20152016_Diagnoses_20200814_134516.csv","VISION_KPNW_20152016_20200814_134516.zip","","4.4","ETL"
"261d08fe-eccc-4076-b939-cf781a9485b1","VISION_37880703-50cc-49cc-87df-4814341d7277","VisionCovidETLDiagnoses","lPqKtx","KPNW","2020-08-18 05:23:06.421","D5xyUu","VISION_KPNW_20152016_20200814_134516/VISION_KPNW_20152016_Diagnoses_20200814_134516.csv","VISION_KPNW_20152016_20200814_134516.zip","","Success! Copyied records from temp to perm for  Site: KPNW Season: 20152016","ETL"
"9aaa7fc4-226f-415f-8adf-ceb6e5b8265b","VISION_37880703-50cc-49cc-87df-4814341d7277","VisionCovidETLDiagnoses","lPqKtx","KPNW","2020-08-18 05:22:57.853","D5xyUu","VISION_KPNW_20152016_20200814_134516/VISION_KPNW_20152016_Diagnoses_20200814_134516.csv","VISION_KPNW_20152016_20200814_134516.zip","","Copying data from vision_flu_diagnoses_temp to vision_flu_diagnoses","ETL"
"ad82508d-a65a-4cfe-884e-c46799079de7","VISION_37880703-50cc-49cc-87df-4814341d7277","VisionCovidETLDiagnoses","lPqKtx","KPNW","2020-08-18 05:22:57.122","D5xyUu","VISION_KPNW_20152016_20200814_134516/VISION_KPNW_20152016_Diagnoses_20200814_134516.csv","VISION_KPNW_20152016_20200814_134516.zip","","4.3","ETL"
"6f23bfb1-3b1d-4b6e-ba15-dbe4325b594e","VISION_37880703-50cc-49cc-87df-4814341d7277","VisionCovidETLDiagnoses","lPqKtx","KPNW","2020-08-18 05:22:37.409","D5xyUu","VISION_KPNW_20152016_20200814_134516/VISION_KPNW_20152016_Diagnoses_20200814_134516.csv","VISION_KPNW_20152016_20200814_134516.zip","","4.2","ETL"
"e68b8c06-74c7-40ab-a080-4ad28cab590c","VISION_07a18a9e-09e2-410e-bd8b-31d4605e9d3d","VisionCovidPostETL","ALMQDX","","2020-08-18 05:16:38.788","ALMQDX","VISION_KPNW_20182019_20200814_134516.zip","VISION_KPNW_20182019_20200814_134516.zip","","COMPLETE","ETL-STEP"
"37211184-a007-4372-a79e-33535ff707d3","VISION_07a18a9e-09e2-410e-bd8b-31d4605e9d3d","VisionCovidETL","Liuz22","KPNW","2020-08-18 05:16:37.897","Liuz22","VISION_KPNW_20182019_20200814_134516.zip","VISION_KPNW_20182019_20200814_134516.zip","","ETL - END","ETL"
"15534e13-563b-47e5-8106-e2e4df6f5f13","VISION_07a18a9e-09e2-410e-bd8b-31d4605e9d3d","VisionCovidETL","Liuz22","KPNW","2020-08-18 05:16:37.896","Liuz22","VISION_KPNW_20182019_20200814_134516.zip","VISION_KPNW_20182019_20200814_134516.zip","","7","ETL-STEP"
"f2b5adb1-ffc4-4388-ad26-ba5d478a97c7","VISION_07a18a9e-09e2-410e-bd8b-31d4605e9d3d","VisionCovidETLVaccination","aWzOhX","","2020-08-18 05:16:37.891","Liuz22","VISION_KPNW_20182019_20200814_134516/VISION_KPNW_20182019_Vaccination_20200814_134516.csv","VISION_KPNW_20182019_20200814_134516.zip","","176442","RECORDCOUNT"
"85f62ffc-e0fb-41bb-9348-3cb899c2976f","VISION_07a18a9e-09e2-410e-bd8b-31d4605e9d3d","VisionCovidETLVaccination","aWzOhX","KPNW","2020-08-18 05:16:37.882","Liuz22","VISION_KPNW_20182019_20200814_134516/VISION_KPNW_20182019_Vaccination_20200814_134516.csv","VISION_KPNW_20182019_20200814_134516.zip","","7.4","ETL"
"842ebf6b-8359-4028-8bfe-2f858e6b162f","VISION_07a18a9e-09e2-410e-bd8b-31d4605e9d3d","VisionCovidETLVaccination","aWzOhX","KPNW","2020-08-18 05:16:37.88","Liuz22","VISION_KPNW_20182019_20200814_134516/VISION_KPNW_20182019_Vaccination_20200814_134516.csv","VISION_KPNW_20182019_20200814_134516.zip","","Success! Copyied records from temp to perm for  Site: KPNW Season: 20182019","ETL"
"fc18c31c-eef2-42d0-a851-6e4a3abb3117","VISION_07a18a9e-09e2-410e-bd8b-31d4605e9d3d","VisionCovidETLVaccination","aWzOhX","KPNW","2020-08-18 05:16:30.144","Liuz22","VISION_KPNW_20182019_20200814_134516/VISION_KPNW_20182019_Vaccination_20200814_134516.csv","VISION_KPNW_20182019_20200814_134516.zip","","Copying data from vision_flu_vaccination_temp to vision_flu_vaccination","ETL"
"2b99e0df-aa05-46fd-951d-4c33d7180fe7","VISION_07a18a9e-09e2-410e-bd8b-31d4605e9d3d","VisionCovidETLVaccination","aWzOhX","KPNW","2020-08-18 05:16:29.438","Liuz22","VISION_KPNW_20182019_20200814_134516/VISION_KPNW_20182019_Vaccination_20200814_134516.csv","VISION_KPNW_20182019_20200814_134516.zip","","7.3","ETL"
"7cd57aaa-bb36-4d30-95fc-6e01ced114cb","VISION_07a18a9e-09e2-410e-bd8b-31d4605e9d3d","VisionCovidETLVaccination","aWzOhX","KPNW","2020-08-18 05:16:12.466","Liuz22","VISION_KPNW_20182019_20200814_134516/VISION_KPNW_20182019_Vaccination_20200814_134516.csv","VISION_KPNW_20182019_20200814_134516.zip","","7.2","ETL"
"2f890188-55f8-4bd4-9ed0-503b1c01b39a","VISION_034aaff5-1031-434d-a65a-aa99510819c4","VisionCovidPostETL","s6A1t6","","2020-08-18 05:14:46.123","s6A1t6","VISION_KPNW_20112012_20200814_134516.zip","VISION_KPNW_20112012_20200814_134516.zip","","COMPLETE","ETL-STEP"
"22931027-ab5d-45c8-8e6d-685f2d25fd1f","VISION_034aaff5-1031-434d-a65a-aa99510819c4","VisionCovidETL","ZLjhCS","KPNW","2020-08-18 05:14:45.195","ZLjhCS","VISION_KPNW_20112012_20200814_134516.zip","VISION_KPNW_20112012_20200814_134516.zip","","ETL - END","ETL"
"cf7032b9-7e26-4e35-83c2-48f1babc4a44","VISION_034aaff5-1031-434d-a65a-aa99510819c4","VisionCovidETL","ZLjhCS","KPNW","2020-08-18 05:14:45.194","ZLjhCS","VISION_KPNW_20112012_20200814_134516.zip","VISION_KPNW_20112012_20200814_134516.zip","","7","ETL-STEP"
"f1442461-5e46-469f-a4e8-841197c4076a","VISION_034aaff5-1031-434d-a65a-aa99510819c4","VisionCovidETLVaccination","v9voYN","","2020-08-18 05:14:45.183","ZLjhCS","VISION_KPNW_20112012_20200814_134516/VISION_KPNW_20112012_Vaccination_20200814_134516.csv","VISION_KPNW_20112012_20200814_134516.zip","","125657","RECORDCOUNT"
"cb4089cf-9ec8-4aa5-af91-68d394b83d9d","VISION_034aaff5-1031-434d-a65a-aa99510819c4","VisionCovidETLVaccination","v9voYN","KPNW","2020-08-18 05:14:45.174","ZLjhCS","VISION_KPNW_20112012_20200814_134516/VISION_KPNW_20112012_Vaccination_20200814_134516.csv","VISION_KPNW_20112012_20200814_134516.zip","","7.4","ETL"
"b520efe9-233b-42d1-b4cf-934a5e69ed52","VISION_034aaff5-1031-434d-a65a-aa99510819c4","VisionCovidETLVaccination","v9voYN","KPNW","2020-08-18 05:14:45.173","ZLjhCS","VISION_KPNW_20112012_20200814_134516/VISION_KPNW_20112012_Vaccination_20200814_134516.csv","VISION_KPNW_20112012_20200814_134516.zip","","Success! Copyied records from temp to perm for  Site: KPNW Season: 20112012","ETL"
"f2c4351a-8072-452d-be03-73a6f0f9fd45","VISION_034aaff5-1031-434d-a65a-aa99510819c4","VisionCovidETLVaccination","v9voYN","KPNW","2020-08-18 05:14:38.935","ZLjhCS","VISION_KPNW_20112012_20200814_134516/VISION_KPNW_20112012_Vaccination_20200814_134516.csv","VISION_KPNW_20112012_20200814_134516.zip","","Copying data from vision_flu_vaccination_temp to vision_flu_vaccination","ETL"
"6bf5b7c7-581a-4d53-917e-46af0da07b85","VISION_034aaff5-1031-434d-a65a-aa99510819c4","VisionCovidETLVaccination","v9voYN","KPNW","2020-08-18 05:14:38.355","ZLjhCS","VISION_KPNW_20112012_20200814_134516/VISION_KPNW_20112012_Vaccination_20200814_134516.csv","VISION_KPNW_20112012_20200814_134516.zip","","7.3","ETL"
"c57c636c-b147-425b-acc3-9478ea42ef77","VISION_034aaff5-1031-434d-a65a-aa99510819c4","VisionCovidETLVaccination","v9voYN","KPNW","2020-08-18 05:14:23.86","ZLjhCS","VISION_KPNW_20112012_20200814_134516/VISION_KPNW_20112012_Vaccination_20200814_134516.csv","VISION_KPNW_20112012_20200814_134516.zip","","7.2","ETL"
"3887f8bc-1312-499a-8c44-fb4cf2ff1fab","VISION_07a18a9e-09e2-410e-bd8b-31d4605e9d3d","VisionCovidETLVaccination","aWzOhX","KPNW","2020-08-18 05:12:49.738","Liuz22","VISION_KPNW_20182019_20200814_134516/VISION_KPNW_20182019_Vaccination_20200814_134516.csv","VISION_KPNW_20182019_20200814_134516.zip","","7.1","ETL"
"6cca64ec-8c0b-405a-8045-48915e7d685d","VISION_07a18a9e-09e2-410e-bd8b-31d4605e9d3d","VisionCovidETLVaccination","aWzOhX","KPNW","2020-08-18 05:12:40.908","Liuz22","VISION_KPNW_20182019_20200814_134516/VISION_KPNW_20182019_Vaccination_20200814_134516.csv","VISION_KPNW_20182019_20200814_134516.zip","","7.0","ETL"
"098cfebf-6569-470f-a8ca-864b243fd2f5","VISION_07a18a9e-09e2-410e-bd8b-31d4605e9d3d","VisionCovidETL","Liuz22","KPNW","2020-08-18 05:12:40.844","Liuz22","VISION_KPNW_20182019_20200814_134516.zip","VISION_KPNW_20182019_20200814_134516.zip","","6","ETL-STEP"
"dfe14ef8-fb82-4bb5-979e-3bd205646841","VISION_07a18a9e-09e2-410e-bd8b-31d4605e9d3d","VisionCovidETLRespVirusTesting","qIcx1L","","2020-08-18 05:12:40.83","Liuz22","VISION_KPNW_20182019_20200814_134516/VISION_KPNW_20182019_Respvirustesting_20200814_134516.csv","VISION_KPNW_20182019_20200814_134516.zip","","22263","RECORDCOUNT"
"f380a45e-00e8-482a-9549-6840cb19daa9","VISION_07a18a9e-09e2-410e-bd8b-31d4605e9d3d","VisionCovidETLRespVirusTesting","qIcx1L","KPNW","2020-08-18 05:12:40.817","Liuz22","VISION_KPNW_20182019_20200814_134516/VISION_KPNW_20182019_Respvirustesting_20200814_134516.csv","VISION_KPNW_20182019_20200814_134516.zip","","6.4","ETL"
"efe85761-f011-4656-8af8-b74bb5ea5cd1","VISION_07a18a9e-09e2-410e-bd8b-31d4605e9d3d","VisionCovidETLRespVirusTesting","qIcx1L","KPNW","2020-08-18 05:12:40.781","Liuz22","VISION_KPNW_20182019_20200814_134516/VISION_KPNW_20182019_Respvirustesting_20200814_134516.csv","VISION_KPNW_20182019_20200814_134516.zip","","Copying data from vision_flu_resp_virus_testing_temp to vision_flu_resp_virus_testing","ETL"
"9dddd275-2726-4337-abbc-0fd7b562db9d","VISION_07a18a9e-09e2-410e-bd8b-31d4605e9d3d","VisionCovidETLRespVirusTesting","qIcx1L","KPNW","2020-08-18 05:12:40.22","Liuz22","VISION_KPNW_20182019_20200814_134516/VISION_KPNW_20182019_Respvirustesting_20200814_134516.csv","VISION_KPNW_20182019_20200814_134516.zip","","6.3","ETL"
"2176639b-d6a2-4d03-a6dc-c8f6bf8b6838","VISION_07a18a9e-09e2-410e-bd8b-31d4605e9d3d","VisionCovidETLRespVirusTesting","qIcx1L","KPNW","2020-08-18 05:12:36.885","Liuz22","VISION_KPNW_20182019_20200814_134516/VISION_KPNW_20182019_Respvirustesting_20200814_134516.csv","VISION_KPNW_20182019_20200814_134516.zip","","6.2","ETL"
"cd403dd9-f043-4e09-a0e9-5db0be297636","VISION_07a18a9e-09e2-410e-bd8b-31d4605e9d3d","VisionCovidETLRespVirusTesting","qIcx1L","KPNW","2020-08-18 05:12:30.116","Liuz22","VISION_KPNW_20182019_20200814_134516/VISION_KPNW_20182019_Respvirustesting_20200814_134516.csv","VISION_KPNW_20182019_20200814_134516.zip","","6.1","ETL"
"c42b5de4-8220-46f6-8383-c459e912f807","VISION_07a18a9e-09e2-410e-bd8b-31d4605e9d3d","VisionCovidETLRespVirusTesting","qIcx1L","KPNW","2020-08-18 05:12:26.376","Liuz22","VISION_KPNW_20182019_20200814_134516/VISION_KPNW_20182019_Respvirustesting_20200814_134516.csv","VISION_KPNW_20182019_20200814_134516.zip","","6.0","ETL"
"9598502a-8776-4db7-ad6a-0f96b67fcff6","VISION_07a18a9e-09e2-410e-bd8b-31d4605e9d3d","VisionCovidETL","Liuz22","KPNW","2020-08-18 05:12:26.323","Liuz22","VISION_KPNW_20182019_20200814_134516.zip","VISION_KPNW_20182019_20200814_134516.zip","","5","ETL-STEP"
"84b15503-57c2-4976-88c9-cd00cacc7bf9","VISION_07a18a9e-09e2-410e-bd8b-31d4605e9d3d","VisionCovidETL","Liuz22","KPNW","2020-08-18 05:12:26.321","Liuz22","VISION_KPNW_20182019_20200814_134516.zip","VISION_KPNW_20182019_20200814_134516.zip","","4","ETL-STEP"
"23575e01-a738-4604-969e-1014a6539244","VISION_07a18a9e-09e2-410e-bd8b-31d4605e9d3d","VisionCovidETL","Liuz22","KPNW","2020-08-18 05:12:26.319","Liuz22","VISION_KPNW_20182019_20200814_134516.zip","VISION_KPNW_20182019_20200814_134516.zip","","3","ETL-STEP"
"f817aacf-ab67-4f76-85f4-9de62a36601b","VISION_07a18a9e-09e2-410e-bd8b-31d4605e9d3d","VisionCovidETL","Liuz22","KPNW","2020-08-18 05:12:26.317","Liuz22","VISION_KPNW_20182019_20200814_134516.zip","VISION_KPNW_20182019_20200814_134516.zip","","2","ETL-STEP"
"3731db7c-7fe7-43b7-8729-559234818b2f","VISION_07a18a9e-09e2-410e-bd8b-31d4605e9d3d","VisionCovidETL","Liuz22","KPNW","2020-08-18 05:12:26.315","Liuz22","VISION_KPNW_20182019_20200814_134516.zip","VISION_KPNW_20182019_20200814_134516.zip","","1","ETL-STEP"
